Video_ID	showup	asymmetry
2595588	0	
2596422	0	
2596548	1	0.630520841554269
2596878	0	
260066	1	0.6619962231384532
2610178	1	0.5880792616534171
2618758	1	0.26956610260242303
2619306	0	
2621178	0	
2630068	1	1.1220055190911418
2642650	1	0.9484687168096769
2643660	0	
2647562	1	0.44046766306809293
26484	1	0.5500844521198153
2652072	1	0.5639786355375485
2652470	1	0.8137323234086321
2652724	1	0.7821072904610623
2656336	1	0.8745750377576694
2658618	1	0.4963774977901361
2662628	0	
2665920	0	
2667284	0	
2671088	1	0.6953526695644547
2693496	1	0.689636329400784
2697262	0	
2708538	1	0.372241724903206
2714022	0	
2718426	1	0.542154723068502
2719668	1	0.7836882405167171
2722342	1	0.00016053069930157502
2729766	1	0.7559855291828463
2732092	1	0.6920359854787215
2734336	0	
2739086	1	0.7401726994613853
2756266	0	
2762	0	
2762030	1	0.890011343699495
2763304	1	0.0009527309207369986
2769356	0	
2774884	0	
2781364	0	
2785018	0	
2805839	1	0.9812903227227066
2812245	1	1.1933998178324905
2815039	1	0.9389463807888815
2839358	0	
2839364	0	
2839366	0	
2839368	0	
2840688	1	0.5286356544154119
2840960	1	1.1983437385411977
2841064	1	1.1203035686520038
2842926	0	
2851192	1	1.34779191182516
2862110	1	0.5610286890046562
2875824	1	0.3762523819165121
2878530	0	
2888984	0	
2901328	0	
2919514	1	0.5330118517345418
2922652	0	
2926990	1	1.3700739045933448
2932442	0	
2937632	0	
2942738	0	
2953166	1	4.6017874607658495e-06
2961922	0	
2966310	0	
2966930	1	0.4816434442289964
2969728	0	
2970812	0	
2976586	1	0.37746527285719544
297742	1	0.46799568828506194
297762	1	0.30855058485946746
298522	1	0.5735263896905332
298558	1	0.6259960764144432
2990476	1	0.44565540427994926
2993466	0	
3001538	0	
3006088	1	0.0031715921207487343
300756	0	
3019426	1	0.39406842101065503
3020540	0	
302478	1	1.096808630638727
302562	1	0.5588967014872915
3035392	1	0.4447940537819006
3038260	1	0.7975444720644352
3040878	0	
3043984	0	
304426	1	0.473071706328365
3047214	1	0.12848543010457306
3049376	1	0.2592602262615759
3057100	0	
3060528	0	
306360	1	1.0849345939528128
3089588	1	0.443836033387571
3092046	0	
3097088	0	
3097894	1	0.48008775781307733
3103622	1	0.6178243376946051
3109146	1	0.35126509064837524
3110848	1	1.171919469303278e-05
3115584	1	0.9810174133005518
3118336	1	1.141981813833665
311870	1	0.12495935258237947
3124182	0	
3133322	0	
3133458	1	0.4358935516979461
3137154	1	1.4033853288654887
3150392	1	0.28533672575281266
3152590	1	0.7425518280905399
3158874	1	0.7887271755770792
317030	1	0.36535024109503506
3170970	1	0.7020358354768763
317452	0	
317572	1	0.6678023938293631
3195180	1	8.867186954070638e-06
3197824	0	
321410	1	0.1765350544046088
3219379	0	
322118	0	
3229723	1	0.01626765113376243
3232703	0	
3233551	1	0.48811534920869504
323916	1	1.185534036017336
323950	0	
3242234	1	1.2534583651397913
3251462	1	1.005794534061423
3253418	0	
3274496	1	0.7080651624587904
32908	1	0.45965059865018554
3290856	0	
3293370	1	0.2894428657636945
3304466	0	
3304948	1	0.5934627740377497
3309052	0	
3316274	1	0.32958549192346465
331968	0	
3325794	1	0.5182805729387446
3326866	1	0.7148838217954269
332848	0	
3340850	1	1.1024875748210539
3342284	0	
3349106	1	0.12965360024738593
3355370	0	
3368636	1	0.9497474417154042
3369512	1	1.243101809916909
3369594	1	0.7040479741054912
3384718	0	
3385322	1	0.0011782580193753093
3385750	1	0.41239127347310256
3387028	0	
3389296	1	0.8412256226216019
3393972	1	1.2030217199120194
3395102	0	
3399782	1	1.042521983444355
3402012	1	0.09783044034318515
3402742	0	
3407372	1	0.46922436926512195
3417826	1	0.2787308638930967
3432566	1	0.7130611738548295
3432872	1	1.0087838608404864
3451188	1	0.817801335603029
3452910	0	
3456190	1	0.2200657388239609
3457446	1	0.9486576299519113
3457524	1	0.6201830182048911
3460194	1	1.3980205695534993
3460830	0	
3476420	1	0.42371867290603193
3482444	0	
3493058	0	
3498214	1	0.5946703991434638
3501982	1	0.9727520940017135
3510688	1	0.5603001381053906
3511704	1	0.566015888440153
35131	0	
3520590	0	
3527368	1	0.00012591162005955728
3528104	0	
353044	0	
3540520	1	0.5773371453048034
354324	1	0.7241465679305552
354336	1	0.58115461407982
3545622	1	0.8736641075047106
3551994	0	
355622	1	0.7938191310340065
3557761	0	
3560337	0	
3567021	0	
3572827	0	
3575637	1	0.5703655148051336
3576823	1	0.24970611834504913
3580551	1	0.7518769805559913
358062	1	0.07891007990773795
3584638	1	0.6730744108058002
358866	0	
3595862	1	0.8219019803284486
3603368	0	
3613634	0	
3625068	1	0.12757291454818884
362530	1	0.6083556385274436
3627088	1	0.22694109647124677
3628948	1	0.12408901987341663
3631468	1	0.4610168468393548
3633046	0	
3633596	1	0.5367842913765493
3635938	1	0.783006093863675
3637198	1	0.6407582023371481
3647822	0	
364810	1	0.8149102535204883
3650670	1	0.38525419935011984
3682432	1	0.7560721872528708
3697704	0	
3700690	0	
371832	0	
3720482	1	1.0317904841127916
3720538	1	0.7803241179360599
372234	1	0.6766557207988465
3722690	1	0.528925745595139
3727188	0	
3729562	1	0.6954934898123526
3734830	1	0.30605834781141894
3736794	1	0.39794015410334516
3739392	1	0.22654859971945412
3744018	1	0.3794782660877284
375594	1	0.4457476130071204
3757194	1	0.2909022799607672
3766346	1	0.2907282983182468
3774670	1	0.5540127038307135
3774922	1	0.7941468572511506
3781118	1	0.506263586461866
379196	0	
3797388	1	0.35606273472582256
3798550	1	0.005480602831718066
3799798	0	
3800356	1	0.4404281398292006
3801800	1	0.6425627800265055
3809768	0	
3824020	1	0.715566242818437
3825460	1	1.233779007558267
3829144	1	0.15623396009656754
3829202	0	
3829422	1	0.5628241505342101
3831178	1	0.9505051953691822
3847956	1	0.6947920944423104
3849992	1	1.0373220869960782
3851686	1	0.8001433879457325
3853970	1	1.183523426848146
3855496	1	0.37739649080758403
3862092	1	0.8787174772422803
386714	1	0.4393286361915977
386922	1	0.2825950478976702
3870926	1	0.23201567156505878
3871752	1	0.6983218179034744
388164	0	
3893726	1	1.1129648858460324
3895288	0	
3900086	1	0.5468498530169421
3939422	1	0.11698215073334997
3959190	1	0.7253256962072746
3960900	0	
3962606	1	0.7195421145392505
3964066	1	0.6934189929608989
3975332	0	
3980646	1	0.25633786976357165
3987782	1	1.1194669304035112
3990762	1	0.3432862059914647
3991760	0	
3993002	0	
3995812	1	0.8065558708680839
4003008	0	
40039	1	1.1247498230873512
400858	1	0.8526250851237576
4008828	1	0.4697347201917882
4021104	1	0.6890767344750198
402836	0	
403468	1	0.9054159001490748
403628	1	0.10249238483866704
4053336	1	0.7615184268693124
407984	1	0.0002417999290606218
4081946	0	
408440	0	
4095936	1	0.6789173258061542
4102310	1	0.46884447607604846
41145	1	1.102006250274992
411778	0	
4121782	1	0.668638737654855
4123160	1	0.9484047739169268
4141596	0	
4142896	1	0.3495707475900895
4149374	1	0.2490932155199988
4195250	1	0.7765739790362914
41961	1	0.42082435331341944
421054	1	0.7615796283069162
42146	1	0.6963592986353065
42197	0	
4228602	1	0.9150120430547626
4230404	1	0.46039765917500775
4231428	1	0.22532633772175592
42491	1	0.7817888132117965
42634	1	0.8219009728462745
42640	1	1.2185857017416482
42642	1	0.42152845665828725
42643	0	
42645	1	0.9300526628440458
42651	0	
427332	1	1.3420533584901897
429080	0	
430408	0	
43319	1	1.1941137598544624
43441	1	1.2185857017416482
436488	0	
439362	0	
44319	0	
443584	1	1.0086685384219465
445916	1	0.14373025567449382
447362	0	
44836	0	
450694	1	0.8555953317260215
45136	0	
45139	0	
455452	0	
46010	1	0.7000160249152951
462474	0	
46927	1	0.46166344032949397
469526	0	
471428	1	1.1465814480601135
472892	1	0.41760868444019317
472970	1	0.5037596557166988
474150	1	0.42071888641155436
474212	1	0.35970549973493043
474928	0	
476622	0	
482534	1	0.4915294854372367
484132	1	1.2610529022943033
485889	1	0.7160622060787732
48841	1	0.2082186672947893
489146	1	0.3410103116826064
493014	0	
494800	1	0.5175918729808777
498236	1	0.27109091525428725
49886	1	1.185249378588005
502240	1	0.959922613069508
502772	0	
515326	0	
516846	1	0.4453946843846384
519776	1	0.0009528293881804047
528440	1	0.17384233998774
529424	0	
530246	0	
543212	0	
543242	0	
548044	1	0.4471634306992452
548764	0	
551968	0	
564966	0	
569436	1	0.48483909525871083
570704	0	
571394	1	0.9304699307634775
57415	1	0.706304659616616
575676	1	0.4469941121361286
576636	1	0.04007802107710293
576906	1	0.6349449230681937
576946	1	0.7616494415876893
578534	0	
581598	0	
584410	1	0.6910476786836884
58977	0	
591714	1	0.37211630187104583
591724	1	0.13935916106518617
592338	0	
593460	1	0.0083746381148225
593962	1	0.10652677822382235
595258	1	0.466898760897672
596598	1	0.646088710099078
597716	1	0.570231682123183
602032	1	0.5561360136943388
607876	0	
612038	0	
613190	1	0.5283601858608296
615206	1	0.6764422141909142
625568	1	0.8101412781048055
627540	0	
627706	1	0.9427999299730503
631166	0	
631584	1	0.2668384618519506
635824	1	0.5990435854383775
637176	1	0.6713455840570628
637452	1	0.6752030979497774
637922	1	0.7391333408669084
638966	1	0.44305217016439125
639434	1	0.02301253301645125
640062	1	0.561183997674194
640100	1	0.5776758819427543
641132	1	0.4404656229435128
642060	1	0.379151868370667
648826	1	0.23417999383030833
658766	1	0.8866937580707221
66383	0	
664242	1	0.49867227962795135
665866	1	0.08779257200046836
671578	1	0.3023341875204468
672682	1	0.666932283583685
676764	0	
680044	1	0.07692353141906355
682986	0	
684784	1	0.4499799203345015
688244	0	
689868	0	
690894	1	1.261564595106675
692176	0	
696594	1	0.5808979537014707
696616	1	0.04724863001071677
698278	1	0.596889061583273
700080	1	0.5501396019789397
702258	0	
702278	0	
703770	0	
706670	1	1.1926190645495622
709500	0	
713258	1	0.5733413622135722
714188	1	0.7239175232582903
716136	1	0.4568209740337818
722174	1	0.5194761682762431
724596	0	
725872	0	
730414	1	0.10993072074483937
73860	0	
738624	1	0.5046025574302109
738910	1	0.005797667953963812
739390	1	1.0468694497749682
740404	1	0.27941721246230805
742106	1	0.7068613412711929
743568	0	
743914	1	1.3302156615967171
746432	0	
748880	1	1.2190395432824876
754028	1	0.5935769093238783
757450	1	0.24755699799074518
760990	1	0.7130511061505077
765562	1	0.771255470989459
767256	0	
770656	1	0.680484103901345
777276	1	0.6723441531728263
777444	1	0.7002425036377448
781954	1	1.3785437698310679
789186	0	
792216	1	0.11260917828008239
797762	1	0.06547722669504501
798740	1	0.6674857025692025
806130	1	0.6930489711335087
808506	1	0.5987999268688646
815482	1	0.09866751242501792
819434	1	0.7732534875230885
820114	0	
822808	0	
828420	1	0.4501520745048732
830994	0	
831940	1	0.8602327664723726
833770	1	0.8559943182725317
834558	1	0.8834588993521648
834836	0	
843706	0	
855172	1	0.7906684527417516
866584	1	0.8982433052709636
871358	1	0.8023367922179678
878748	1	0.2788563531005626
881378	1	0.7060337236849353
885443	1	0.05887711145390674
888716	1	0.9490893533248739
891484	1	0.4887370940419742
891490	1	0.8732764317697004
895936	0	
902888	1	0.8962287864994561
904986	1	0.6820235163162204
907444	0	
918688	1	0.3156194845846042
930126	1	0.011160586729923627
943734	1	0.08532184571483975
945750	0	
948974	1	0.29743973710371263
951050	0	
952908	1	0.36651384646685053
955754	0	
964680	1	0.48184883258941946
964828	0	
965306	1	0.8558982349630623
965832	1	0.6087481473848303
968248	0	
97338	1	0.321623162561741
975046	0	
980408	1	0.9106722268415537
984830	1	0.34412710475005936
985922	0	
986034	0	
993160	1	0.4459226698713115
999228	1	0.6932840552340853
